,timestamp,tag,description,condition
1498652,2022-01-18 08:17:21,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH HIGH
1498931,2022-01-18 08:22:00,FI105,BENZENE PRODUCT FLOW,LOW
1499667,2022-01-18 08:34:16,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH RECOVERED
1500676,2022-01-18 08:51:05,FI105,BENZENE PRODUCT FLOW,LOW RECOVERED
1500976,2022-01-18 08:56:05,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH RECOVERED
1501332,2022-01-18 09:02:01,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH HIGH RECOVERED
1501559,2022-01-18 09:05:48,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
1502678,2022-01-18 09:24:27,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW LOW
1503184,2022-01-18 09:32:53,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,LOW
1503749,2022-01-18 09:42:18,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH
1504094,2022-01-18 09:48:03,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
1504330,2022-01-18 09:51:59,FI110,TOLUENE PRODUCT FLOW,HIGH RECOVERED
1504594,2022-01-18 09:56:23,FI105,BENZENE PRODUCT FLOW,LOW RECOVERED
1504811,2022-01-18 10:00:00,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH RECOVERED
1505170,2022-01-18 10:05:59,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH HIGH
1505406,2022-01-18 10:09:55,FI106,E-106 REBOILER INLET FLOW,HIGH HIGH
1505582,2022-01-18 10:12:51,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW LOW RECOVERED
1506080,2022-01-18 10:21:09,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH HIGH RECOVERED
1507419,2022-01-18 10:43:28,FI106,E-106 REBOILER INLET FLOW,HIGH HIGH RECOVERED
1507421,2022-01-18 10:43:30,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,HIGH HIGH
1507984,2022-01-18 10:52:53,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,LOW
1508606,2022-01-18 11:03:15,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,LOW RECOVERED
1509414,2022-01-18 11:16:43,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,LOW RECOVERED
1511034,2022-01-18 11:43:43,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,HIGH HIGH RECOVERED
1511349,2022-01-18 11:48:58,PI106,E-106 REBOILER INLET PRESSURE,FAULT
1514384,2022-01-18 12:39:33,HS102B,P-102B MOTOR FAULT,FAULT
1514449,2022-01-18 12:40:38,PI106,E-106 REBOILER INLET PRESSURE,FAULT RECOVERED
1515448,2022-01-18 12:57:17,FI106,E-106 REBOILER INLET FLOW,HIGH HIGH
1515583,2022-01-18 12:59:32,TI106,E-106 REBOILER INLET TEMPERATURE,LOW LOW
1515853,2022-01-18 13:04:02,LI104,V-104 DISTILLATE VESSEL LEVEL,FAULT
1516473,2022-01-18 13:14:22,LI104,V-104 DISTILLATE VESSEL LEVEL,FAULT RECOVERED
1517382,2022-01-18 13:29:31,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
1518163,2022-01-18 13:42:32,FI105,BENZENE PRODUCT FLOW,LOW
1518653,2022-01-18 13:50:42,TI106,E-106 REBOILER INLET TEMPERATURE,LOW LOW RECOVERED
1519707,2022-01-18 14:08:16,FI106,E-106 REBOILER INLET FLOW,HIGH HIGH RECOVERED
1519902,2022-01-18 14:11:31,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
1520288,2022-01-18 14:17:57,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH HIGH
1521410,2022-01-18 14:36:39,FI105,BENZENE PRODUCT FLOW,LOW RECOVERED
1522045,2022-01-18 14:47:14,HS102B,P-102B MOTOR FAULT,FAULT RECOVERED
1522178,2022-01-18 14:49:27,HS102B,P-102B VIBRATION HI,FAULT
1523044,2022-01-18 15:03:53,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,FAULT
1523321,2022-01-18 15:08:30,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH HIGH RECOVERED
1525247,2022-01-18 15:40:36,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW LOW
1525258,2022-01-18 15:40:47,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH HIGH
1525451,2022-01-18 15:44:00,PI106,E-106 REBOILER INLET PRESSURE,LOW
1527815,2022-01-18 16:23:24,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,LOW
1527825,2022-01-18 16:23:34,HS102B,P-102B VIBRATION HI,FAULT RECOVERED
1527985,2022-01-18 16:26:14,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,FAULT RECOVERED
1528218,2022-01-18 16:30:07,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW
1528548,2022-01-18 16:35:37,PI106,E-106 REBOILER INLET PRESSURE,LOW RECOVERED
1528683,2022-01-18 16:37:52,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,LOW RECOVERED
1529479,2022-01-18 16:51:08,PI106,E-106 REBOILER INLET PRESSURE,FAULT
1530100,2022-01-18 17:01:29,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW LOW RECOVERED
1530956,2022-01-18 17:15:45,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW RECOVERED
1531119,2022-01-18 17:18:28,PI106,E-106 REBOILER INLET PRESSURE,LOW
1531228,2022-01-18 17:20:17,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH
1531475,2022-01-18 17:24:24,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH HIGH RECOVERED
1531950,2022-01-18 17:32:19,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,FAULT
1532132,2022-01-18 17:35:21,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,FAULT
1532316,2022-01-18 17:38:25,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,FAULT
1533502,2022-01-18 17:58:11,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW
1533953,2022-01-18 18:05:42,PI106,E-106 REBOILER INLET PRESSURE,LOW RECOVERED
1534155,2022-01-18 18:09:04,PI106,E-106 REBOILER INLET PRESSURE,FAULT RECOVERED
1534166,2022-01-18 18:09:15,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,FAULT RECOVERED
1534284,2022-01-18 18:11:13,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,FAULT RECOVERED
1535242,2022-01-18 18:27:11,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW RECOVERED
1535361,2022-01-18 18:29:10,HS102B,P-102B VIBRATION HI,FAULT
1535530,2022-01-18 18:31:59,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH HIGH
1535820,2022-01-18 18:36:49,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,FAULT RECOVERED
1535854,2022-01-18 18:37:23,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH RECOVERED
1536341,2022-01-18 18:45:30,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW
1537868,2022-01-18 19:10:57,FI106,E-106 REBOILER INLET FLOW,FAULT
1537927,2022-01-18 19:11:56,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH HIGH RECOVERED
1539157,2022-01-18 19:32:26,HS102B,P-102B VIBRATION HI,FAULT RECOVERED
1539578,2022-01-18 19:39:27,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH HIGH
1540794,2022-01-18 19:59:43,PI104,V-104 DISTILLATE VESSEL PRESSURE,LOW LOW
1541456,2022-01-18 20:10:45,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW RECOVERED
1541859,2022-01-18 20:17:28,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW LOW
1541907,2022-01-18 20:18:16,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
1542974,2022-01-18 20:36:03,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,HIGH
1543148,2022-01-18 20:38:57,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,HIGH HIGH
1543272,2022-01-18 20:41:01,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,HIGH
1543682,2022-01-18 20:47:51,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,FAULT
1544805,2022-01-18 21:06:34,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH
1545096,2022-01-18 21:11:25,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,HIGH RECOVERED
1545366,2022-01-18 21:15:55,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH HIGH
1545673,2022-01-18 21:21:02,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH HIGH RECOVERED
1546561,2022-01-18 21:35:50,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH
1546789,2022-01-18 21:39:38,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,FAULT RECOVERED
1546941,2022-01-18 21:42:10,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,HIGH RECOVERED
1547183,2022-01-18 21:46:12,PI104,V-104 DISTILLATE VESSEL PRESSURE,LOW LOW RECOVERED
1547197,2022-01-18 21:46:26,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,HIGH HIGH RECOVERED
1547335,2022-01-18 21:48:44,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW LOW RECOVERED
1547544,2022-01-18 21:52:13,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH
1548285,2022-01-18 22:04:34,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH RECOVERED
1549631,2022-01-18 22:27:00,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH RECOVERED
1549675,2022-01-18 22:27:44,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH HIGH RECOVERED
1550030,2022-01-18 22:33:39,LI101,T-101 DISTILLATION COLUMN LEVEL,LOW
1551630,2022-01-18 23:00:19,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH RECOVERED
1551811,2022-01-18 23:03:20,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW
1551930,2022-01-18 23:05:19,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,HIGH HIGH
1553124,2022-01-18 23:25:13,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH
1553219,2022-01-18 23:26:48,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,HIGH HIGH RECOVERED
1553706,2022-01-18 23:34:55,LI101,T-101 DISTILLATION COLUMN LEVEL,LOW RECOVERED
1554919,2022-01-18 23:55:08,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH
1555710,2022-01-19 00:08:19,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,LOW LOW
1555970,2022-01-19 00:12:39,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW RECOVERED
1556750,2022-01-19 00:25:39,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH HIGH
1556896,2022-01-19 00:28:05,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH
1557140,2022-01-19 00:32:09,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,LOW LOW RECOVERED
1557309,2022-01-19 00:34:58,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH RECOVERED
1558850,2022-01-19 01:00:39,FI106,E-106 REBOILER INLET FLOW,LOW
1559536,2022-01-19 01:12:05,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH RECOVERED
1559757,2022-01-19 01:15:46,FI110,TOLUENE PRODUCT FLOW,LOW LOW
1559861,2022-01-19 01:17:30,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH RECOVERED
1560902,2022-01-19 01:34:51,PI104,V-104 DISTILLATE VESSEL PRESSURE,LOW
1561346,2022-01-19 01:42:15,TI106,E-106 REBOILER INLET TEMPERATURE,LOW
1561449,2022-01-19 01:43:58,TI107,E-106 REBOILER OUTLET TEMPERATURE,HIGH HIGH
1561913,2022-01-19 01:51:42,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,FAULT
1562267,2022-01-19 01:57:36,PI104,V-104 DISTILLATE VESSEL PRESSURE,LOW RECOVERED
1562380,2022-01-19 01:59:29,FI110,TOLUENE PRODUCT FLOW,LOW LOW RECOVERED
1562549,2022-01-19 02:02:18,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH HIGH
1562563,2022-01-19 02:02:32,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
1562947,2022-01-19 02:08:56,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH HIGH RECOVERED
1563179,2022-01-19 02:12:48,FI110,TOLUENE PRODUCT FLOW,LOW
1564281,2022-01-19 02:31:10,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW
1564887,2022-01-19 02:41:16,TI106,E-106 REBOILER INLET TEMPERATURE,LOW RECOVERED
1565294,2022-01-19 02:48:03,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW LOW
1565382,2022-01-19 02:49:31,HS102B,P-102B MOTOR FAULT,FAULT
1565767,2022-01-19 02:55:56,TI106,E-106 REBOILER INLET TEMPERATURE,LOW LOW
1566176,2022-01-19 03:02:45,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH
1566786,2022-01-19 03:12:55,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,HIGH HIGH
1566947,2022-01-19 03:15:36,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW RECOVERED
1567313,2022-01-19 03:21:42,FI110,TOLUENE PRODUCT FLOW,LOW RECOVERED
1567369,2022-01-19 03:22:38,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,FAULT RECOVERED
1567513,2022-01-19 03:25:02,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW LOW RECOVERED
1567867,2022-01-19 03:30:56,TI107,E-106 REBOILER OUTLET TEMPERATURE,HIGH HIGH RECOVERED
1569774,2022-01-19 04:02:43,HS102B,P-102B MOTOR FAULT,FAULT RECOVERED
1569937,2022-01-19 04:05:26,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH RECOVERED
1570036,2022-01-19 04:07:05,FI110,TOLUENE PRODUCT FLOW,HIGH HIGH
1570385,2022-01-19 04:12:54,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH HIGH RECOVERED
1570395,2022-01-19 04:13:04,TI106,E-106 REBOILER INLET TEMPERATURE,LOW LOW RECOVERED
1570638,2022-01-19 04:17:07,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,HIGH HIGH RECOVERED
1570928,2022-01-19 04:21:57,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH
1573229,2022-01-19 05:00:18,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW
1574599,2022-01-19 05:23:08,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH RECOVERED
1574899,2022-01-19 05:28:08,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,LOW LOW
1575183,2022-01-19 05:32:52,FI110,TOLUENE PRODUCT FLOW,HIGH HIGH RECOVERED
1575196,2022-01-19 05:33:05,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW LOW
1576819,2022-01-19 06:00:08,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH
1577226,2022-01-19 06:06:55,TI109,E-104 CONDENSER INLET TEMPERATURE,HIGH HIGH
1577374,2022-01-19 06:09:23,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW RECOVERED
1578260,2022-01-19 06:24:09,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,FAULT
1579035,2022-01-19 06:37:04,TI109,E-104 CONDENSER INLET TEMPERATURE,HIGH HIGH RECOVERED
1579346,2022-01-19 06:42:15,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH RECOVERED
1579667,2022-01-19 06:47:36,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW LOW RECOVERED
1579768,2022-01-19 06:49:17,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,LOW LOW RECOVERED
1580488,2022-01-19 07:01:17,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,FAULT
1581163,2022-01-19 07:12:32,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,LOW
1581628,2022-01-19 07:20:17,FI110,TOLUENE PRODUCT FLOW,LOW LOW
1582338,2022-01-19 07:32:07,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,FAULT RECOVERED
1582382,2022-01-19 07:32:51,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,FAULT
1583825,2022-01-19 07:56:54,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
1583973,2022-01-19 07:59:22,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,LOW RECOVERED
1584022,2022-01-19 08:00:11,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH HIGH
1584397,2022-01-19 08:06:26,TI107,E-106 REBOILER OUTLET TEMPERATURE,HIGH
1585660,2022-01-19 08:27:29,HS102A,P-102A VIBRATION HI,FAULT
1586085,2022-01-19 08:34:34,FI110,TOLUENE PRODUCT FLOW,LOW LOW RECOVERED
1586220,2022-01-19 08:36:49,TI107,E-106 REBOILER OUTLET TEMPERATURE,HIGH RECOVERED
1586226,2022-01-19 08:36:55,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH HIGH RECOVERED
1586310,2022-01-19 08:38:19,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW
1586668,2022-01-19 08:44:17,TI109,E-104 CONDENSER INLET TEMPERATURE,LOW LOW
1586897,2022-01-19 08:48:06,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,FAULT RECOVERED
1586949,2022-01-19 08:48:58,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
1587357,2022-01-19 08:55:46,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,FAULT RECOVERED
1588678,2022-01-19 09:17:47,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,LOW LOW
1588779,2022-01-19 09:19:28,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,LOW
1590052,2022-01-19 09:40:41,FI101,T-101 DISTILLATION COLUMN IN FLOW,FAULT
1590068,2022-01-19 09:40:57,FI106,E-106 REBOILER INLET FLOW,LOW
1591160,2022-01-19 09:59:09,HS102A,P-102A VIBRATION HI,FAULT RECOVERED
1591316,2022-01-19 10:01:45,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH HIGH
1591339,2022-01-19 10:02:08,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW RECOVERED
1591956,2022-01-19 10:12:25,FI101,T-101 DISTILLATION COLUMN IN FLOW,FAULT RECOVERED
1592045,2022-01-19 10:13:54,TI109,E-104 CONDENSER INLET TEMPERATURE,LOW LOW RECOVERED
1592669,2022-01-19 10:24:18,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,LOW RECOVERED
1593329,2022-01-19 10:35:18,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,LOW LOW RECOVERED
1594074,2022-01-19 10:47:43,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,LOW LOW
1594329,2022-01-19 10:51:58,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,LOW
1594423,2022-01-19 10:53:32,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,LOW LOW
1595189,2022-01-19 11:06:18,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH HIGH RECOVERED
1595380,2022-01-19 11:09:29,PI104,V-104 DISTILLATE VESSEL PRESSURE,HIGH HIGH
1595906,2022-01-19 11:18:15,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
1596402,2022-01-19 11:26:31,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,LOW LOW RECOVERED
1596768,2022-01-19 11:32:37,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW
1596846,2022-01-19 11:33:55,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,LOW RECOVERED
1597313,2022-01-19 11:41:42,TI109,E-104 CONDENSER INLET TEMPERATURE,HIGH HIGH
1598480,2022-01-19 12:01:09,TI109,E-104 CONDENSER INLET TEMPERATURE,HIGH
1598650,2022-01-19 12:03:59,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,LOW
1599018,2022-01-19 12:10:07,FI101,T-101 DISTILLATION COLUMN IN FLOW,FAULT
1599083,2022-01-19 12:11:12,PI104,V-104 DISTILLATE VESSEL PRESSURE,HIGH HIGH RECOVERED
1600498,2022-01-19 12:34:47,TI109,E-104 CONDENSER INLET TEMPERATURE,HIGH RECOVERED
1600579,2022-01-19 12:36:08,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW RECOVERED
1601050,2022-01-19 12:43:59,TI109,E-104 CONDENSER INLET TEMPERATURE,HIGH HIGH RECOVERED
1602445,2022-01-19 13:07:14,FI101,T-101 DISTILLATION COLUMN IN FLOW,FAULT RECOVERED
1602615,2022-01-19 13:10:04,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,LOW LOW RECOVERED
1604558,2022-01-19 13:42:27,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW
1604722,2022-01-19 13:45:11,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,LOW RECOVERED
1608139,2022-01-19 14:42:08,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,LOW
1608672,2022-01-19 14:51:01,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW LOW
1609042,2022-01-19 14:57:11,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW RECOVERED
1609380,2022-01-19 15:02:49,FI110,TOLUENE PRODUCT FLOW,HIGH
1610656,2022-01-19 15:24:05,PI106,E-106 REBOILER INLET PRESSURE,HIGH HIGH
1611200,2022-01-19 15:33:09,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW RECOVERED
1611235,2022-01-19 15:33:44,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW
1611520,2022-01-19 15:38:29,FI110,TOLUENE PRODUCT FLOW,HIGH RECOVERED
1611569,2022-01-19 15:39:18,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,LOW RECOVERED
1612109,2022-01-19 15:48:18,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW LOW RECOVERED
1613626,2022-01-19 16:13:35,PI106,E-106 REBOILER INLET PRESSURE,HIGH HIGH RECOVERED
1615949,2022-01-19 16:52:18,PI101,T-101 DISTILLATION COLUMN PRESSURE,FAULT
1617948,2022-01-19 17:25:37,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
1618100,2022-01-19 17:28:09,PI106,E-106 REBOILER INLET PRESSURE,LOW LOW
1618181,2022-01-19 17:29:30,HS102A,P-102A MOTOR FAULT,FAULT
1619758,2022-01-19 17:55:47,FI106,E-106 REBOILER INLET FLOW,LOW LOW
1620508,2022-01-19 18:08:17,PI101,T-101 DISTILLATION COLUMN PRESSURE,FAULT RECOVERED
1620886,2022-01-19 18:14:35,PI106,E-106 REBOILER INLET PRESSURE,LOW LOW RECOVERED
1621376,2022-01-19 18:22:45,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
1621392,2022-01-19 18:23:01,HS102A,P-102A MOTOR FAULT,FAULT RECOVERED
1621412,2022-01-19 18:23:21,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH
1621421,2022-01-19 18:23:30,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH
1621429,2022-01-19 18:23:38,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH
1621430,2022-01-19 18:23:39,FI106,E-106 REBOILER INLET FLOW,HIGH
1621447,2022-01-19 18:23:56,PI104,V-104 DISTILLATE VESSEL PRESSURE,HIGH
1621487,2022-01-19 18:24:36,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH
1621798,2022-01-19 18:29:47,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
1621836,2022-01-19 18:30:25,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH RECOVERED
1621849,2022-01-19 18:30:38,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH RECOVERED
1621852,2022-01-19 18:30:41,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH RECOVERED
1621863,2022-01-19 18:30:52,PI104,V-104 DISTILLATE VESSEL PRESSURE,HIGH RECOVERED
1621911,2022-01-19 18:31:40,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH RECOVERED
1622221,2022-01-19 18:36:50,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW
1622532,2022-01-19 18:42:01,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
1623689,2022-01-19 19:01:18,TI109,E-104 CONDENSER INLET TEMPERATURE,LOW LOW
1624643,2022-01-19 19:17:12,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
1625070,2022-01-19 19:24:19,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,HIGH
1625874,2022-01-19 19:37:43,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW RECOVERED
1626077,2022-01-19 19:41:06,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
1626459,2022-01-19 19:47:28,LI104,V-104 DISTILLATE VESSEL LEVEL,LOW
1626566,2022-01-19 19:49:15,TI107,E-106 REBOILER OUTLET TEMPERATURE,FAULT
1626955,2022-01-19 19:55:44,TI106,E-106 REBOILER INLET TEMPERATURE,LOW LOW
1628342,2022-01-19 20:18:51,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH HIGH
1628635,2022-01-19 20:23:44,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,HIGH RECOVERED
1629069,2022-01-19 20:30:58,TI109,E-104 CONDENSER INLET TEMPERATURE,LOW LOW RECOVERED
1629879,2022-01-19 20:44:28,HS102B,P-102B VIBRATION HI,FAULT
1630621,2022-01-19 20:56:50,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH HIGH
